loan_id,payment_amount,payment_date,missed
11461,601,2010-09-05,0
11461,900,2010-10-14,1
11461,814,2010-10-31,1
11461,567,2010-12-03,0
11461,497,2011-01-01,0
11670,502,2013-04-30,1
11670,516,2013-06-09,1
11670,638,2013-06-23,1
11670,660,2013-07-12,0
11670,439,2013-08-23,1
11670,487,2013-10-01,0
11741,895,2004-05-22,1
11741,646,2004-06-08,1
11741,581,2004-06-30,0
11741,734,2004-08-13,0
11741,905,2004-09-27,0
11741,824,2004-10-17,1
11007,1672,2002-03-01,1
11007,1472,2002-03-29,1
11007,2528,2002-04-17,1
11007,2564,2002-05-20,1
11007,2624,2002-07-05,1
10521,2035,2010-07-09,1
10521,1461,2010-08-09,0
10521,2301,2010-08-27,0
10521,1367,2010-09-25,0
10521,1462,2010-11-05,0
10521,1426,2010-12-22,0
10521,2311,2011-01-29,1
11019,2267,2006-02-16,1
11019,1865,2006-03-23,0
11019,2013,2006-05-11,1
11019,1389,2006-06-12,1
11019,1746,2006-07-03,0
11019,1597,2006-08-05,0
11019,2285,2006-08-26,0
10323,958,2011-03-07,1
10323,581,2011-03-19,1
10323,997,2011-04-30,0
10323,1063,2011-05-10,0
10323,585,2011-06-21,0
10323,926,2011-08-07,0
10323,763,2011-09-22,1
10190,1454,2003-09-21,0
10190,2149,2003-11-01,0
10190,1300,2003-12-08,0
10190,1723,2004-01-17,0
10190,2549,2004-02-27,0
10190,1540,2004-04-03,1
10190,2347,2004-05-16,0
10190,1615,2004-06-16,1
10190,1758,2004-08-03,0
11129,1402,2002-10-13,1
11129,2117,2002-11-13,0
11129,1476,2002-12-21,1
11129,2340,2003-02-01,0
11129,2069,2003-02-16,0
11129,2369,2003-03-23,0
11129,2591,2003-04-19,0
11129,2224,2003-05-25,1
11129,1578,2003-06-17,0
11764,1919,2001-02-17,1
11764,2474,2001-03-18,0
11764,1529,2001-03-28,0
11764,2571,2001-05-09,1
11764,1450,2001-06-02,0
11764,2241,2001-07-09,1
11764,2757,2001-08-06,0
11764,2461,2001-09-22,0
10492,791,2000-09-28,1
10492,406,2000-10-14,1
10492,780,2000-11-10,0
10492,415,2000-11-22,1
10492,662,2000-12-02,0
10492,637,2000-12-12,0
10492,603,2001-01-10,0
10492,714,2001-02-19,0
10423,126,2009-01-16,1
10423,149,2009-02-28,0
10423,194,2009-03-23,0
10423,170,2009-04-09,0
10423,109,2009-04-25,0
10423,152,2009-05-16,1
10423,100,2009-06-14,1
10423,116,2009-06-29,0
10475,1595,2004-11-13,0
10475,1542,2004-12-17,0
10475,1322,2004-12-31,1
10475,1505,2005-02-16,1
10475,1308,2005-03-05,1
10535,2526,2008-09-13,0
10535,2014,2008-10-15,0
10535,1701,2008-11-01,0
10535,1852,2008-12-05,0
10535,1485,2008-12-30,0
10535,1679,2009-02-13,1
10535,2458,2009-03-14,0
10535,1506,2009-04-26,1
11363,733,2003-01-21,1
11363,456,2003-02-03,0
11363,676,2003-02-16,1
11363,557,2003-03-07,1
11363,745,2003-04-23,1
11363,679,2003-05-03,1
11363,672,2003-06-07,1
11700,1903,2002-08-18,1
11700,1688,2002-09-23,0
11700,2142,2002-10-10,0
11700,2555,2002-11-11,1
11700,1460,2002-12-22,0
11700,2151,2003-01-10,1
11700,1717,2003-02-06,0
11700,2410,2003-02-24,1
11700,2367,2003-04-01,1
11567,1622,2002-05-28,1
11567,1141,2002-06-12,0
11567,1239,2002-07-18,0
11567,1523,2002-07-29,0
11567,1127,2002-08-08,0
11349,2046,2011-07-15,0
11349,1316,2011-08-20,1
11349,1361,2011-09-03,0
11349,1907,2011-10-13,1
11349,1898,2011-11-07,0
10325,1137,2000-06-18,0
10325,1166,2000-07-28,1
10325,1094,2000-09-08,0
10325,1702,2000-10-13,0
10325,1319,2000-10-26,0
10325,1174,2000-12-13,1
10325,1699,2001-01-25,1
10325,1142,2001-02-12,1
10032,1513,2006-05-26,1
10032,2106,2006-06-13,1
10032,1580,2006-07-24,0
10032,1750,2006-08-07,1
10032,2184,2006-08-23,1
11587,1394,2007-05-09,1
11587,1844,2007-06-07,0
11587,1819,2007-06-20,0
11587,2179,2007-07-24,0
11587,2571,2007-08-26,0
10280,1365,2002-09-17,0
10280,891,2002-10-26,0
10280,790,2002-11-17,0
10280,1371,2002-11-29,0
10280,963,2003-01-05,1
10280,1052,2003-01-16,0
10131,2137,2010-07-02,0
10131,2077,2010-07-30,0
10131,2382,2010-09-15,0
10131,2916,2010-10-26,0
10131,2211,2010-11-27,1
10131,1775,2010-12-11,1
10131,2495,2011-01-22,1
10131,1743,2011-02-17,1
10131,1900,2011-04-07,0
11300,280,2004-05-10,0
11300,343,2004-05-27,1
11300,225,2004-07-13,1
11300,410,2004-08-26,1
11300,395,2004-09-26,1
11300,357,2004-10-14,1
11300,310,2004-12-01,0
11300,318,2004-12-21,1
10253,1156,2007-11-03,0
10253,1457,2007-11-25,0
10253,1606,2007-12-26,1
10253,1764,2008-02-08,0
10253,1346,2008-03-07,1
11873,1377,2009-10-07,0
11873,1346,2009-11-25,0
11873,914,2010-01-12,0
11873,1499,2010-01-31,1
11873,868,2010-02-18,0
11873,1100,2010-04-01,0
11873,1141,2010-04-13,1
11873,1128,2010-05-02,1
10887,246,2006-07-31,1
10887,296,2006-08-21,0
10887,203,2006-09-06,0
10887,272,2006-10-20,1
10887,286,2006-12-06,0
10887,266,2007-01-15,0
10887,269,2007-02-21,1
10887,192,2007-03-16,0
11025,731,2003-06-26,0
11025,540,2003-08-10,1
11025,664,2003-08-21,1
11025,679,2003-09-01,1
11025,662,2003-09-19,1
11025,395,2003-10-28,1
11025,612,2003-11-17,1
10748,2444,2015-01-20,1
10748,1864,2015-02-15,0
10748,2046,2015-03-30,0
10748,1867,2015-04-18,0
10748,1234,2015-05-05,1
10748,1536,2015-06-19,1
10748,1699,2015-08-04,1
10748,2254,2015-09-03,0
11435,610,2001-11-18,0
11435,458,2001-12-26,1
11435,344,2002-02-02,0
11435,463,2002-03-01,0
11435,486,2002-03-23,1
11435,378,2002-04-30,0
11750,325,2009-09-06,1
11750,355,2009-09-30,1
11750,307,2009-11-18,1
11750,333,2009-12-11,0
11750,366,2010-01-13,1
11750,250,2010-02-08,0
11750,237,2010-03-06,1
11750,237,2010-04-24,1
10853,263,2013-11-13,1
10853,250,2013-12-19,1
10853,337,2014-01-18,1
10853,256,2014-03-02,0
10853,328,2014-03-31,0
10853,208,2014-05-06,1
10853,223,2014-05-26,0
10853,272,2014-07-12,1
10686,2022,2012-08-05,0
10686,1817,2012-09-16,0
10686,2480,2012-09-30,1
10686,2642,2012-11-18,1
10686,2367,2012-12-03,0
10686,1592,2013-01-16,0
10686,2150,2013-02-28,0
11006,1809,2008-01-28,0
11006,2435,2008-02-09,0
11006,1803,2008-02-20,0
11006,2174,2008-03-31,0
11006,1538,2008-04-23,1
11006,1681,2008-05-23,1
11006,2072,2008-07-01,0
11006,1563,2008-07-24,0
10962,474,2011-12-24,0
10962,601,2012-01-16,1
10962,420,2012-01-30,0
10962,560,2012-03-17,0
10962,546,2012-04-15,1
10962,452,2012-06-01,0
10962,556,2012-07-05,0
10962,614,2012-08-07,0
10962,584,2012-08-22,1
11500,2138,2009-12-26,0
11500,2348,2010-01-23,1
11500,1829,2010-03-06,1
11500,2568,2010-04-23,0
11500,2538,2010-05-27,0
11500,2433,2010-07-03,0
11500,2101,2010-07-13,0
11500,1385,2010-08-18,0
11391,2506,2003-06-24,1
11391,2600,2003-08-07,0
11391,2434,2003-09-24,1
11391,2471,2003-11-10,1
11391,2490,2003-11-29,0
11391,1305,2004-01-17,1
11391,1977,2004-02-21,1
11391,2004,2004-04-08,1
11391,1348,2004-05-08,1
10833,1978,2003-05-18,0
10833,2406,2003-06-19,0
10833,2195,2003-07-25,0
10833,1432,2003-08-15,1
10833,1964,2003-09-30,1
10833,1638,2003-10-18,1
10833,1606,2003-10-28,1
10467,390,2007-12-09,0
10467,445,2008-01-01,1
10467,419,2008-02-14,1
10467,484,2008-03-17,0
10467,521,2008-04-08,1
10467,560,2008-05-05,0
10467,409,2008-05-23,1
10467,480,2008-06-09,0
11111,1444,2003-07-21,1
11111,1333,2003-09-03,0
11111,1005,2003-10-11,0
11111,1125,2003-10-22,1
11111,1600,2003-11-29,1
11111,1466,2003-12-19,0
11111,1631,2004-02-02,0
11111,1106,2004-03-08,1
11111,1248,2004-04-01,0
11619,1669,2006-02-13,1
11619,1732,2006-03-28,0
11619,1897,2006-04-09,0
11619,1810,2006-05-09,1
11619,2164,2006-06-22,0
11619,2089,2006-07-22,1
11619,2175,2006-08-22,0
11619,1441,2006-10-02,1
10708,632,2012-07-17,0
10708,859,2012-08-31,1
10708,522,2012-10-17,0
10708,804,2012-11-27,1
10708,683,2012-12-29,1
10708,640,2013-02-14,0
10708,500,2013-03-06,0
10708,511,2013-03-16,0
10708,761,2013-03-28,1
10642,1351,2007-03-07,0
10642,1305,2007-04-21,1
10642,1289,2007-06-02,0
10642,1019,2007-06-28,1
10642,1050,2007-08-13,1
10642,815,2007-09-30,1
10906,1496,2011-04-26,1
10906,2560,2011-05-17,0
10906,1448,2011-06-23,1
10906,1610,2011-07-08,1
10906,2083,2011-08-23,1
10906,2593,2011-09-24,0
10906,1463,2011-11-08,1
10906,1650,2011-11-27,0
11860,727,2009-06-08,0
11860,1297,2009-07-04,1
11860,767,2009-08-14,0
11860,970,2009-09-16,1
11860,1246,2009-10-04,0
11860,1010,2009-11-19,0
10560,138,2010-10-04,1
10560,162,2010-10-20,1
10560,95,2010-11-15,1
10560,167,2010-12-19,1
10560,168,2011-01-17,1
10560,176,2011-03-06,1
10560,101,2011-03-25,1
10560,109,2011-04-30,1
10560,145,2011-05-27,1
10609,99,2014-09-01,0
10609,185,2014-10-08,0
10609,141,2014-11-19,0
10609,189,2014-12-12,0
10609,179,2015-01-08,1
10609,194,2015-01-21,0
10609,103,2015-02-13,0
10704,2498,2010-02-16,1
10704,1788,2010-03-29,0
10704,1691,2010-05-16,0
10704,1573,2010-06-27,0
10704,1741,2010-07-08,0
10704,1710,2010-08-05,1
10704,1695,2010-09-06,0
10704,1607,2010-10-22,1
11526,2616,2011-05-20,0
11526,1831,2011-06-24,1
11526,1784,2011-07-04,0
11526,1687,2011-08-20,0
11526,2304,2011-09-01,1
11526,2223,2011-10-15,0
11526,1932,2011-11-08,1
11526,1427,2011-12-25,1
11526,2045,2012-02-11,0
11582,990,2008-10-19,1
11582,771,2008-11-01,0
11582,663,2008-11-20,0
11582,534,2008-12-01,0
11582,702,2009-01-07,0
11582,954,2009-01-22,0
10816,1242,2003-04-10,1
10816,1465,2003-05-14,1
10816,1371,2003-06-03,0
10816,1656,2003-06-29,0
10816,1533,2003-07-22,0
11379,2331,2006-01-06,1
11379,2484,2006-01-16,1
11379,2413,2006-02-10,1
11379,1978,2006-03-10,1
11379,2716,2006-04-14,1
11379,2048,2006-05-28,0
11379,1875,2006-06-22,0
11663,400,2014-06-21,0
11663,284,2014-07-30,0
11663,302,2014-09-01,1
11663,319,2014-09-26,1
11663,364,2014-10-09,1
11663,349,2014-11-02,0
11663,347,2014-11-22,1
11663,299,2014-12-15,0
11663,306,2015-01-27,0
10074,2717,2002-06-27,1
10074,2424,2002-07-29,0
10074,1826,2002-08-30,1
10074,2215,2002-09-13,0
10074,2069,2002-10-28,1
10074,1657,2002-11-16,1
10074,1529,2002-12-06,0
10811,162,2004-12-20,1
10811,126,2005-01-23,0
10811,107,2005-03-09,0
10811,192,2005-04-15,1
10811,156,2005-05-18,0
10811,116,2005-06-04,1
10811,190,2005-06-22,1
10454,1910,2003-01-05,0
10454,1978,2003-01-15,1
10454,1580,2003-02-04,1
10454,1995,2003-03-06,0
10454,1658,2003-04-17,1
10454,2216,2003-05-31,1
10454,2142,2003-07-17,0
10454,1514,2003-08-03,1
10454,2077,2003-08-31,0
11455,848,2009-12-08,1
11455,824,2009-12-22,1
11455,988,2010-01-06,0
11455,1287,2010-02-07,1
11455,1267,2010-03-28,0
11134,1907,2006-03-21,0
11134,1447,2006-05-08,1
11134,1402,2006-05-31,1
11134,2601,2006-06-24,0
11134,2527,2006-07-09,1
11134,2112,2006-07-28,0
11134,2375,2006-08-31,0
11134,2456,2006-09-25,0
10631,915,2006-06-06,0
10631,1348,2006-06-30,0
10631,1057,2006-07-23,0
10631,766,2006-08-24,1
10631,751,2006-09-05,0
10631,790,2006-10-08,1
10631,1309,2006-10-31,1
10894,2204,2014-06-24,0
10894,1615,2014-07-10,1
10894,1670,2014-08-24,0
10894,1422,2014-10-12,1
10894,1510,2014-11-26,1
10894,1201,2015-01-07,0
10894,1246,2015-02-09,1
10894,1795,2015-03-05,1
10894,1635,2015-03-24,1
11776,1056,2006-07-15,0
11776,986,2006-08-15,1
11776,644,2006-09-04,0
11776,733,2006-10-10,1
11776,912,2006-11-16,0
11776,1088,2006-12-27,1
11776,1150,2007-01-30,0
11776,754,2007-02-26,1
11776,1136,2007-04-04,0
11034,168,2004-11-26,1
11034,101,2005-01-02,0
11034,158,2005-01-12,0
11034,175,2005-02-12,0
11034,126,2005-03-12,0
11034,178,2005-04-24,0
11034,179,2005-05-27,0
10084,1349,2012-04-20,1
10084,1193,2012-06-02,1
10084,1097,2012-07-01,1
10084,1318,2012-07-22,1
10084,1199,2012-08-04,0
10084,1219,2012-09-13,0
10676,1032,2014-05-03,0
10676,1378,2014-05-18,1
10676,1467,2014-05-29,0
10676,1411,2014-07-14,0
10676,906,2014-08-02,0
10676,1321,2014-09-14,0
11933,2454,2012-02-01,0
11933,1479,2012-03-18,1
11933,1591,2012-03-31,1
11933,1955,2012-05-18,1
11933,2153,2012-06-30,1
11933,1246,2012-08-10,0
11933,2400,2012-08-27,1
11045,307,2001-04-22,1
11045,362,2001-05-22,1
11045,355,2001-06-23,1
11045,316,2001-08-09,1
11045,330,2001-09-27,0
11045,309,2001-10-20,1
11045,196,2001-11-14,1
11045,276,2001-12-08,0
11045,320,2002-01-17,1
11936,757,2002-06-24,1
11936,1146,2002-07-12,0
11936,919,2002-08-07,1
11936,952,2002-09-13,0
11936,1107,2002-10-27,0
11936,987,2002-12-09,1
11936,624,2003-01-07,0
10293,895,2007-01-09,1
10293,1188,2007-01-24,1
10293,1261,2007-02-13,0
10293,1223,2007-03-06,1
10293,923,2007-03-28,0
10765,2664,2011-06-24,1
10765,1478,2011-07-04,1
10765,2514,2011-07-17,1
10765,1462,2011-08-15,0
10765,2011,2011-09-02,0
10765,1460,2011-09-12,0
11384,2215,2011-09-24,0
11384,2309,2011-10-14,0
11384,1899,2011-11-14,0
11384,1217,2011-12-16,1
11384,1665,2012-01-16,1
11384,1219,2012-02-07,1
11384,2094,2012-03-15,0
11384,1990,2012-03-28,1
11384,1502,2012-04-16,0
10090,1479,2010-12-31,1
10090,1467,2011-01-22,0
10090,1098,2011-02-06,1
10090,1550,2011-03-11,1
10090,1009,2011-03-25,1
11981,403,2005-02-09,1
11981,336,2005-03-14,0
11981,249,2005-04-21,0
11981,255,2005-05-07,1
11981,281,2005-06-13,0
11981,313,2005-08-01,0
11981,326,2005-09-15,1
10443,938,2008-03-19,1
10443,770,2008-04-11,0
10443,1221,2008-05-23,0
10443,970,2008-06-09,1
10443,676,2008-06-19,1
10443,1279,2008-07-06,1
10443,960,2008-07-18,0
10443,970,2008-08-16,0
10443,1287,2008-09-08,0
11193,304,2008-03-03,0
11193,465,2008-03-29,1
11193,455,2008-05-03,1
11193,308,2008-05-19,1
11193,303,2008-06-07,0
11193,434,2008-06-30,1
11193,422,2008-07-21,1
11193,419,2008-08-14,0
11743,1787,2005-07-31,1
11743,2838,2005-09-12,1
11743,2801,2005-10-20,0
11743,2445,2005-12-02,0
11743,1764,2005-12-15,1
11743,1667,2006-01-21,1
11961,872,2006-01-12,0
11961,561,2006-01-31,0
11961,586,2006-02-28,1
11961,904,2006-04-16,1
11961,551,2006-05-17,1
11961,682,2006-06-23,0
11961,506,2006-07-07,0
11961,840,2006-07-24,1
10951,1121,2001-07-06,0
10951,831,2001-07-26,1
10951,778,2001-09-05,0
10951,823,2001-09-16,0
10951,1045,2001-10-02,0
10184,2014,2007-09-12,1
10184,1577,2007-10-24,0
10184,2241,2007-12-10,1
10184,2343,2008-01-10,0
10184,1989,2008-02-03,0
11090,654,2011-12-12,1
11090,522,2012-01-26,0
11090,632,2012-02-17,0
11090,713,2012-02-28,1
11090,995,2012-04-07,0
11090,650,2012-05-17,1
11090,863,2012-05-30,1
11090,866,2012-06-14,0
10203,1489,2007-11-22,0
10203,1347,2007-12-02,1
10203,1281,2007-12-22,1
10203,1035,2008-01-18,1
10203,1409,2008-03-03,1
10203,807,2008-04-07,1
10203,1246,2008-05-16,0
10203,836,2008-06-15,1
10912,591,2014-07-29,0
10912,702,2014-09-02,1
10912,701,2014-10-09,0
10912,678,2014-10-27,0
10912,659,2014-11-29,1
10912,864,2015-01-15,1
10912,805,2015-02-19,0
10912,526,2015-03-11,1
10428,1364,2009-02-24,1
10428,901,2009-04-13,1
10428,1109,2009-05-29,1
10428,1487,2009-07-13,0
10428,1164,2009-08-23,1
11648,2419,2011-11-15,0
11648,2145,2012-01-01,1
11648,2340,2012-01-24,1
11648,1544,2012-03-07,1
11648,2262,2012-03-18,0
11342,1810,2003-01-26,1
11342,1626,2003-03-16,1
11342,970,2003-03-29,1
11342,1118,2003-04-22,0
11342,1031,2003-06-07,0
11342,1753,2003-06-24,0
11342,1629,2003-07-15,1
10754,97,2011-09-11,0
10754,61,2011-10-10,0
10754,101,2011-11-04,1
10754,73,2011-11-22,1
10754,110,2011-12-21,1
11080,1251,2002-06-27,0
11080,1986,2002-07-29,1
11080,1138,2002-09-15,1
11080,1416,2002-10-20,1
11080,1588,2002-11-16,0
11080,1841,2002-12-05,1
11122,1302,2007-02-15,1
11122,948,2007-03-27,0
11122,752,2007-05-04,1
11122,1305,2007-05-29,0
11122,1190,2007-06-30,0
11122,768,2007-07-27,1
11122,1270,2007-08-31,0
11122,1170,2007-10-17,0
10246,987,2009-11-19,0
10246,1424,2009-12-15,1
10246,1186,2010-01-02,1
10246,1041,2010-02-09,0
10246,1610,2010-02-24,0
10246,1002,2010-03-26,0
10246,1863,2010-04-09,0
10246,1399,2010-05-24,0
10263,1995,2005-10-09,1
10263,1982,2005-11-15,0
10263,1499,2005-12-28,0
10263,1809,2006-01-13,0
10263,1309,2006-02-21,1
11040,535,2009-07-15,0
11040,641,2009-08-02,0
11040,400,2009-08-23,0
11040,751,2009-09-23,0
11040,412,2009-10-30,1
10571,630,2014-06-22,0
10571,1090,2014-08-09,0
10571,705,2014-09-19,0
10571,646,2014-11-04,0
10571,1163,2014-12-22,0
11253,1031,2006-09-20,1
11253,1479,2006-10-02,0
11253,1983,2006-11-12,1
11253,1107,2006-12-05,0
11253,1538,2007-01-18,0
11253,1256,2007-01-31,0
11253,1625,2007-03-12,1
11253,1412,2007-03-29,1
10082,943,2006-08-19,1
10082,1259,2006-09-14,1
10082,1382,2006-10-10,1
10082,1229,2006-11-08,1
10082,1182,2006-12-13,0
10935,615,2013-06-25,0
10935,368,2013-08-04,1
10935,472,2013-08-20,1
10935,497,2013-09-08,0
10935,417,2013-09-22,0
10935,419,2013-10-28,1
11705,2302,2014-04-29,1
11705,2112,2014-05-27,0
11705,1968,2014-07-02,1
11705,2213,2014-07-23,1
11705,2680,2014-08-06,0
11705,2664,2014-08-31,0
11705,2242,2014-09-16,1
11257,2671,2000-05-12,1
11257,2679,2000-06-26,1
11257,1539,2000-07-19,0
11257,1446,2000-08-06,0
11257,2456,2000-08-18,0
11257,2047,2000-09-20,1
11257,1897,2000-10-16,0
11257,1794,2000-11-03,1
11257,2264,2000-12-03,0
11413,1793,2010-12-03,0
11413,1570,2010-12-24,1
11413,1523,2011-02-08,1
11413,2475,2011-02-18,1
11413,1917,2011-03-07,1
11413,1943,2011-04-04,0
10111,1565,2010-06-29,0
10111,1688,2010-08-01,0
10111,1351,2010-09-15,1
10111,1289,2010-09-26,0
10111,1038,2010-10-17,0
10968,638,2003-08-06,1
10968,906,2003-08-21,1
10968,512,2003-10-03,0
10968,945,2003-11-08,1
10968,785,2003-11-28,0
11003,1138,2011-03-23,1
11003,850,2011-04-26,0
11003,934,2011-06-01,1
11003,1043,2011-07-04,0
11003,989,2011-07-16,0
11003,1287,2011-08-27,1
11003,1371,2011-09-20,0
11003,736,2011-10-12,0
11003,987,2011-10-29,1
11269,346,2009-01-09,1
11269,315,2009-02-03,1
11269,327,2009-03-16,1
11269,319,2009-04-10,1
11269,321,2009-05-17,1
11269,386,2009-06-21,1
11269,275,2009-07-02,0
11269,310,2009-08-16,0
11269,260,2009-09-21,0
11442,1562,2014-07-28,1
11442,1839,2014-08-19,0
11442,2639,2014-10-06,1
11442,1808,2014-11-19,0
11442,2188,2014-12-11,0
11442,1975,2014-12-25,0
11442,1985,2015-01-26,0
11442,1591,2015-02-18,1
10066,672,2000-09-09,0
10066,606,2000-10-05,0
10066,408,2000-10-20,1
10066,483,2000-11-12,0
10066,444,2000-11-23,1
10066,457,2000-12-30,0
10066,402,2001-02-09,1
10066,390,2001-03-15,0
10066,451,2001-04-25,1
10310,931,2014-02-12,0
10310,1020,2014-03-12,1
10310,1051,2014-04-05,1
10310,688,2014-04-22,0
10310,1057,2014-05-18,1
10310,789,2014-06-28,0
11837,1271,2006-08-31,0
11837,972,2006-09-28,1
11837,1035,2006-11-11,1
11837,1106,2006-11-23,0
11837,1026,2007-01-05,0
10836,298,2004-09-03,0
10836,288,2004-10-19,0
10836,439,2004-11-03,0
10836,375,2004-11-19,0
10836,402,2004-11-30,0
10499,1045,2007-12-29,1
10499,1108,2008-01-14,0
10499,1584,2008-02-08,0
10499,1216,2008-03-10,0
10499,1117,2008-04-13,1
10499,1458,2008-05-09,0
10377,1848,2008-01-31,0
10377,2212,2008-03-16,1
10377,2173,2008-04-06,0
10377,1954,2008-04-19,1
10377,2191,2008-05-03,0
10578,280,2003-09-23,1
10578,292,2003-10-27,0
10578,382,2003-12-13,1
10578,362,2003-12-30,1
10578,375,2004-02-14,0
10578,303,2004-02-26,1
10578,210,2004-03-07,0
11591,474,2000-05-27,1
11591,507,2000-06-24,0
11591,590,2000-08-11,1
11591,544,2000-09-27,0
11591,650,2000-10-30,0
11591,635,2000-11-20,1
11591,670,2000-12-12,0
11591,425,2001-01-12,0
11790,174,2007-11-03,0
11790,147,2007-12-11,1
11790,144,2008-01-09,1
11790,184,2008-02-01,0
11790,161,2008-03-02,1
11790,173,2008-04-04,0
10499,2407,2001-11-29,1
10499,2711,2002-01-05,1
10499,2696,2002-02-09,1
10499,2215,2002-02-24,1
10499,2554,2002-03-09,1
10499,1900,2002-04-04,0
10499,2856,2002-05-06,1
10499,1488,2002-05-28,0
10499,1918,2002-07-12,0
11106,1280,2014-05-15,1
11106,730,2014-06-10,0
11106,1205,2014-07-22,1
11106,1082,2014-08-03,0
11106,761,2014-08-25,1
11106,883,2014-10-02,0
10083,226,2007-12-17,1
10083,227,2008-01-04,1
10083,231,2008-01-27,0
10083,236,2008-02-10,0
10083,254,2008-02-22,1
10083,231,2008-04-01,0
10083,205,2008-04-29,1
10083,222,2008-05-11,1
10083,254,2008-06-05,0
10632,2852,2002-08-03,1
10632,2440,2002-09-01,1
10632,2518,2002-09-14,0
10632,2789,2002-09-26,0
10632,2223,2002-10-12,0
10632,1620,2002-11-21,1
10632,2668,2002-12-31,0
10632,1980,2003-01-24,1
10632,2158,2003-02-08,0
10207,454,2010-09-24,0
10207,604,2010-10-17,0
10207,508,2010-12-03,1
10207,629,2011-01-11,1
10207,514,2011-02-20,1
10207,482,2011-03-30,1
10207,416,2011-04-19,0
10591,904,2012-09-27,0
10591,1504,2012-10-10,0
10591,1615,2012-10-27,1
10591,1531,2012-11-15,1
10591,1437,2013-01-02,1
10591,1062,2013-01-13,1
10591,1424,2013-02-09,0
11887,647,2011-05-19,0
11887,654,2011-07-03,0
11887,474,2011-07-20,0
11887,643,2011-08-20,0
11887,660,2011-09-01,0
11887,684,2011-09-21,1
10363,1196,2011-11-06,1
10363,1555,2011-12-11,1
10363,1577,2012-01-03,0
10363,1634,2012-02-05,0
10363,1960,2012-03-07,0
10363,2200,2012-04-10,0
10363,1882,2012-04-23,1
10363,1385,2012-05-22,1
11023,1789,2009-02-01,0
11023,1682,2009-03-12,0
11023,1493,2009-04-13,0
11023,1443,2009-05-19,0
11023,1818,2009-06-01,1
11023,1901,2009-06-12,1
11023,1878,2009-06-27,1
11023,1966,2009-08-09,0
11023,1415,2009-08-29,1
10774,887,2009-04-26,0
10774,744,2009-05-28,1
10774,1377,2009-06-15,1
10774,787,2009-07-29,1
10774,1283,2009-08-23,0
11585,183,2003-09-10,1
11585,194,2003-10-10,1
11585,104,2003-11-10,0
11585,186,2003-12-22,0
11585,197,2004-01-19,0
11585,135,2004-02-11,1
11585,170,2004-03-22,1
11585,143,2004-04-15,1
10009,1894,2013-10-26,0
10009,2098,2013-11-12,0
10009,1090,2013-12-13,0
10009,1627,2014-01-19,0
10009,1340,2014-02-22,1
10009,1557,2014-03-04,0
10009,1346,2014-04-13,0
10009,1093,2014-05-17,1
10009,1528,2014-05-31,0
10991,1790,2002-08-19,1
10991,1940,2002-09-04,1
10991,1646,2002-10-15,1
10991,2181,2002-11-17,1
10991,1559,2002-12-28,0
10991,2055,2003-01-24,1
10991,2166,2003-02-25,1
10991,1874,2003-04-02,1
11612,1689,2012-08-11,1
11612,1632,2012-09-29,0
11612,1297,2012-11-15,1
11612,2229,2012-12-08,1
11612,1341,2012-12-26,0
11612,1802,2013-01-05,0
11105,834,2000-07-02,1
11105,647,2000-07-12,1
11105,717,2000-08-20,0
11105,1239,2000-08-30,1
11105,1201,2000-09-14,0
10164,602,2006-12-15,1
10164,447,2007-01-07,1
10164,493,2007-02-16,0
10164,824,2007-03-10,1
10164,755,2007-03-20,1
10164,688,2007-04-22,0
10335,1986,2006-11-24,0
10335,1804,2007-01-04,1
10335,1173,2007-01-26,0
10335,2050,2007-02-12,1
10335,1915,2007-02-28,1
10335,1891,2007-04-08,0
10335,1816,2007-05-14,0
10407,1185,2006-10-25,0
10407,1253,2006-12-01,0
10407,1092,2007-01-08,1
10407,1312,2007-02-15,0
10407,1290,2007-03-06,1
10407,1223,2007-04-10,0
10407,1133,2007-05-10,1
11722,1897,2000-10-14,0
11722,1505,2000-10-29,0
11722,2318,2000-12-11,1
11722,1708,2000-12-30,0
11722,2092,2001-02-08,0
11722,1474,2001-03-28,1
11722,1329,2001-05-05,0
11135,1982,2014-04-06,1
11135,1463,2014-04-25,0
11135,1982,2014-05-27,0
11135,2158,2014-06-28,1
11135,2031,2014-07-23,1
11135,1255,2014-08-14,0
11135,2262,2014-09-05,0
11135,2078,2014-10-08,1
11135,1594,2014-11-19,1
10007,830,2003-05-01,0
10007,766,2003-06-13,0
10007,1025,2003-07-28,1
10007,720,2003-08-12,1
10007,601,2003-08-23,1
10007,699,2003-09-15,1
10007,997,2003-10-31,1
10007,751,2003-12-14,0
10160,341,2006-11-17,0
10160,347,2007-01-05,1
10160,352,2007-01-20,0
10160,265,2007-03-06,0
10160,427,2007-03-19,1
10160,286,2007-04-26,0
10391,1963,2006-07-01,0
10391,2095,2006-07-15,1
10391,2431,2006-08-01,0
10391,2547,2006-08-26,0
10391,2253,2006-09-21,1
10391,1558,2006-10-12,1
10391,2444,2006-10-27,0
10391,2280,2006-12-15,1
11117,270,2006-03-23,1
11117,293,2006-04-30,0
11117,178,2006-05-27,1
11117,333,2006-07-08,0
11117,237,2006-08-08,0
11117,318,2006-09-10,0
11117,229,2006-09-23,1
11117,187,2006-10-05,0
11117,177,2006-11-07,0
10586,983,2006-09-22,1
10586,1756,2006-10-13,1
